id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10687,Item stopped working,The graphic t-shirt I ordered stopped working after 6 days of normal use.,closed,normal,task,web_widget,"mobile_app,priority",51837,925,2,2025-06-03T09:46:00,2025-06-03T15:56:00,PRD-001,GEN-002,1,True,False,,False
10688,Out of stock item,Is there any way to get notified when the denim jacket is restocked?,solved,urgent,incident,email,"web,mobile_app",51068,914,1,2025-06-12T13:06:23,2025-06-13T02:02:23,PRD-004,PRD-004,1,False,False,,False
10689,My order is late,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",solved,normal,incident,email,"vip,web",51451,903,1,2025-07-27T04:58:03,2025-07-27T18:29:03,ORD-002,ORD-002,1,False,False,,False
10690,Delivery delay on #292483,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",open,normal,incident,email,,50328,925,1,2025-06-16T08:41:35,2025-06-16T13:05:35,ORD-002,ORD-002,1,False,False,,False
10691,Charged twice,"I was charged twice for order #734896, can you refund teh duplicate?",solved,low,incident,web_widget,,51177,918,1,2025-07-25T01:39:00,2025-07-25T11:45:00,PAY-002,PAY-002,1,False,False,,False
10692,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",closed,normal,task,email,,53020,924,1,2025-06-20T23:44:15,2025-06-21T06:19:15,RET-002,RET-002,1,False,False,,False
10693,My order is late,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",open,low,incident,email,vip,51941,913,2,2025-07-06T13:58:18,2025-07-07T00:53:18,ORD-002,ORD-002,1,False,False,,False
10694,Partial refund issue,"Hi, I was only refunded part of my order, can you check what happened?",pending,low,task,web_widget,,51130,909,1,2025-08-08T03:55:12,2025-08-08T11:48:12,RET-003,RET-003,1,False,False,,False
10695,Delivery delay on #831206,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",solved,normal,task,email,,53423,915,1,2025-07-22T09:27:12,2025-07-22T23:08:12,ORD-002,ORD-002,1,False,False,,False
10696,Wrong refund amount,"I got refunded for order #307471 but the amount is way less than what I paid. Hi, the amount charged to my card doesn't match my order total, can you check?",solved,normal,question,email,,51712,917,1,2025-06-26T13:34:44,2025-06-26T20:29:44,RET-003,RET-003,1,False,True,PAY-002,False
10697,Order #548099 missing an item,"I just opened my package for order #548099 and the backpack is missing, only the rest of the items were inside.",open,high,question,web_widget,ecommerce,52382,924,1,2025-07-19T13:44:04,2025-07-20T05:40:04,ORD-004,ORD-004,1,False,False,,False
10698,Defective laptop sleeve,The laptop sleeve I ordered stopped working after 9 days of normal use.,solved,low,question,web_widget,,52127,911,2,2025-08-07T22:51:38,2025-08-08T08:52:38,PRD-001,PRD-001,1,False,False,,False
10699,My order never arrived,"Hi, the courier says my package for order #128363 was delivered but it's nowhere to be found.",closed,normal,problem,email,,51819,908,2,2025-07-24T21:32:32,2025-07-25T07:55:32,ORD-003,ORD-003,1,False,False,,False
10700,Delivery delay on #812756,Order #812756 was supposed to arrive on Jul 17 and it's still not here. What's going on?,solved,normal,task,web_widget,priority,51586,915,2,2025-07-23T02:57:26,2025-07-23T10:41:26,ORD-002,ORD-002,1,False,False,,False
10701,Package hasn't arrived yet,Order #809011 was supposed to arrive on Jul 06 and it's still not here. What's going on?,solved,high,problem,web_widget,,50765,901,2,2025-07-07T14:39:48,2025-07-07T22:20:48,ORD-002,ORD-002,1,False,False,,False
10702,Disappointed with quality,The yoga mat I received feels much cheaper than it looked in the photos.,solved,normal,problem,email,,51659,918,1,2025-06-03T17:59:13,2025-06-04T03:38:13,PRD-005,PRD-001,1,True,False,,False
10703,Stock availability question,Is there any way to get notified when the laptop sleeve is restocked?,solved,low,task,email,,53324,901,1,2025-08-11T06:04:55,2025-08-11T22:48:55,PRD-004,PRD-004,1,False,False,,False
10704,Still waiting on refund for #412836,"I returned my order #412836 2 days ago and haven't seen a refund yet, can you check?",solved,normal,task,web_widget,,51949,901,2,2025-08-28T23:00:09,2025-08-29T09:56:09,RET-002,RET-001,1,True,False,,False
10705,Product arrived defective,"Hi, my order arrived and the graphic t-shirt is broken, it won't turn on at all.",closed,normal,problem,web_widget,,50308,913,1,2025-07-09T12:01:59,2025-07-09T22:54:59,PRD-001,PRD-001,1,False,False,,False
10706,My order is late,Order #365375 was supposed to arrive on Jul 17 and it's still not here. What's going on?,closed,normal,incident,web_widget,"vip,mobile_app",51335,925,1,2025-07-28T08:43:41,2025-07-28T18:03:41,ORD-002,ORD-002,1,False,False,,False
10707,This isn't what I ordered,"Hi, the color/size I received doesn't match order #570663 at all.",pending,high,incident,web_widget,"web,mobile_app",51659,922,1,2025-07-26T12:39:24,2025-07-26T21:43:24,PRD-002,PRD-004,1,True,False,,False
10708,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",open,low,task,web_widget,web,52041,907,1,2025-06-26T03:54:45,2025-06-26T14:55:45,RET-002,RET-002,1,False,False,,False
10709,Tracking question,"Hello, just checking on the status of order #575744, it's been a few days and I haven't heard anything.",closed,normal,task,email,web,52539,904,1,2025-07-08T22:50:25,2025-07-09T11:10:25,ORD-001,ORD-001,1,False,False,,False
10710,Address correction for #359060,"Hi, I think I entered the wrong address for order #359060, could you update it before it ships?",solved,high,incident,email,"ecommerce,vip",50767,911,2,2025-07-10T11:42:00,2025-07-10T17:07:00,ORD-005,ORD-005,1,False,False,,False
10711,Can't log in,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",closed,high,task,web_widget,"priority,vip",53035,920,1,2025-08-17T15:12:02,2025-08-18T00:11:02,ACC-001,ACC-001,1,False,False,,False
10712,My order is late,"Hi, my delivery is running late, I ordered the smartwatch over a week ago.",solved,normal,task,web_widget,priority,50046,910,1,2025-08-04T13:45:41,2025-08-05T01:33:41,ORD-002,PRD-001,1,True,False,,False
10713,Great service,"Hi, your support team helped me out so quickly yesterday, really appreciated it.",solved,low,question,email,"priority,ecommerce",53103,924,1,2025-08-06T16:15:41,2025-08-07T06:26:41,GEN-003,GEN-003,1,False,False,,False
10714,Discount code not working,I used the code NOVA5 but it didn't apply any discount at checkout.,closed,normal,problem,email,,50600,922,1,2025-07-27T14:48:47,2025-07-28T03:16:47,PAY-004,PAY-004,1,False,False,,False
10715,Payment declined,"Hi, I'm getting a payment error and can't finish my order.",open,low,question,web_widget,web,52833,915,1,2025-06-07T22:29:49,2025-06-08T04:51:49,PAY-001,PAY-001,1,False,False,,False
10716,Not as pictured,"Hi, the quality of this item really doesn't match the product description on the site.",solved,normal,incident,web_widget,"ecommerce,priority",50005,911,1,2025-08-07T12:53:05,2025-08-07T22:34:05,PRD-005,PAY-003,1,True,False,,False
10717,Frustrated customer,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",closed,low,task,email,,52410,912,1,2025-06-15T14:13:49,2025-06-15T22:57:49,GEN-001,GEN-001,1,False,False,,False
10718,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",open,normal,question,email,"ecommerce,web",53551,906,2,2025-07-02T04:18:46,2025-07-02T13:50:46,RET-002,RET-002,1,False,False,,False
10719,Not sure who to ask,This might not be the right place but I wasn't sure where else to send this.,closed,low,task,email,"priority,web",52215,923,2,2025-07-28T06:30:56,2025-07-28T16:01:56,GEN-OTHER,GEN-OTHER,1,False,False,,False
10720,Does this come in other sizes?,"Quick question, is the backpack compatible with older devices?",closed,normal,task,email,mobile_app,50074,910,1,2025-08-22T08:58:30,2025-08-22T16:06:30,PRD-003,ACC-001,1,True,False,,False
10721,How do I return this?,"Hi, I'd like to return the winter coat from order #895810, can yuo send me a return label?",solved,high,problem,web_widget,"web,ecommerce",51671,904,2,2025-06-17T08:47:15,2025-06-17T12:20:15,RET-001,PRD-004,1,True,False,,False
10722,Received wrong product,I ordered the wireless headphones but recieved a completely different item.,closed,normal,incident,email,,52650,920,1,2025-08-16T05:22:00,2025-08-16T13:41:00,PRD-002,PRD-002,1,False,False,,False
10723,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the graphic t-shirt over a week ago.",closed,normal,problem,email,vip,50202,919,2,2025-07-10T04:11:02,2025-07-10T15:20:02,ORD-002,ORD-002,1,False,False,,False
10724,Need an invoice,Where can I download a receipt for my recent purchase?,solved,normal,incident,email,ecommerce,51630,912,1,2025-06-16T06:43:38,2025-06-16T10:17:38,PAY-003,PAY-003,1,False,False,,False
10725,Return policy question,How many days do I have to return something after delivery?,solved,low,problem,web_widget,,50536,906,1,2025-06-06T17:22:23,2025-06-07T00:51:23,RET-004,RET-004,1,False,False,,False
10726,Where is my order?,"Hello, just checking on the status of order #493610, it's been a few days and I haven't heard anything.",solved,low,problem,email,vip,52419,910,1,2025-07-22T14:59:16,2025-07-23T02:26:16,ORD-001,GEN-003,1,True,False,,False
10727,Feature request,Have you considered adding more filters to the search page? Would make browsing easier.,solved,low,incident,email,"mobile_app,priority",52569,921,1,2025-07-07T01:02:35,2025-07-07T07:55:35,GEN-002,GEN-002,1,False,False,,False
10728,Where is my refund?,"I returned my order #371661 15 days ago and haven't seen a refund yet, can you check?",pending,normal,question,web_widget,"priority,ecommerce",53220,921,1,2025-07-22T11:24:55,2025-07-22T20:55:55,RET-002,RET-002,1,False,False,,False
10729,Where is my refund?,"I returned my order #298074 14 days ago and haven't seen a refund yet, can you check?",solved,low,task,web_widget,"web,ecommerce",52356,903,1,2025-06-01T00:17:04,2025-06-01T04:04:04,RET-002,RET-002,1,False,False,,False
10730,Order #972769 status,"Hi, I placed order #972769 on May 30 and I can't find any tracking info. Can you tell me where it is?",closed,high,task,web_widget,ecommerce,50826,917,2,2025-06-12T07:34:01,2025-06-12T14:22:01,ORD-001,ORD-001,1,False,False,,False
10731,Need an invoice,Where can I download a receipt for my recent purchase?,closed,normal,task,web_widget,,50849,917,1,2025-06-22T16:00:24,2025-06-23T02:58:24,PAY-003,PAY-003,1,False,False,,False
10732,Refund status,"Hi, when will I get my money back for the item I sent back?",open,normal,task,email,"vip,ecommerce",51520,918,2,2025-08-16T15:03:59,2025-08-17T03:06:59,RET-002,RET-002,1,False,False,,False
10733,Where is my order?,"Hello, just checking on the status of order #876043, it's been a few days and I haven't heard anything.",solved,low,question,web_widget,"web,ecommerce",51055,919,2,2025-07-17T01:33:27,2025-07-17T10:51:27,ORD-001,ORD-001,1,False,False,,False
10734,Not happy with my experience,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",pending,high,incident,web_widget,"mobile_app,web",52705,903,1,2025-06-27T05:50:35,2025-06-27T18:52:35,GEN-001,GEN-001,1,False,False,,False
10735,Delete my account,This is a formal request for a copy of all personal data you have on file for me.,solved,normal,problem,web_widget,"mobile_app,vip",50263,916,2,2025-07-18T21:50:09,2025-07-19T10:53:09,ACC-003,ACC-003,1,False,False,,False
10736,Question before buying,"Hi, before I order the leather wallet, does it come in a larger size?",solved,high,task,email,vip,52323,924,2,2025-06-18T13:10:56,2025-06-18T21:25:56,PRD-003,PRD-003,1,False,False,,False
10737,How do I return this?,What's the process to send back an item I ordered? It doesn't fit.,solved,low,problem,email,ecommerce,51353,915,1,2025-07-18T13:56:25,2025-07-18T20:21:25,RET-001,PRD-005,1,True,False,,False
10738,Need to change shipping address,"Hi, I think I entered the wrong address for order #250701, could you update it before it ships?",closed,normal,task,web_widget,,53153,916,1,2025-07-13T23:46:59,2025-07-14T06:14:59,ORD-005,ORD-005,1,False,False,,False
10739,Defective wireless headphones,The wireless headphones I ordered stopped working after 11 days of normal use.,solved,low,problem,web_widget,web,53265,922,1,2025-06-05T09:58:34,2025-06-05T21:41:34,PRD-001,GEN-OTHER,1,True,False,,False
10740,Package hasn't arrived yet,Order #890113 was supposed to arrive on May 22 and it's still not here. What's going on?,closed,high,question,web_widget,"web,priority",50053,909,1,2025-06-04T20:16:29,2025-06-05T05:34:29,ORD-002,ORD-002,1,False,False,,False
10741,Order #300498 status,"Hello, just checking on the status of order #300498, it's been a few days and I haven't heard anything.",solved,low,task,web_widget,"priority,web",51360,916,1,2025-08-16T14:21:55,2025-08-17T07:08:55,ORD-001,ORD-001,1,False,False,,False
10742,Item stopped working,"Hi, my order arrived and the sneakers is broken, it won't turn on at all.",solved,normal,incident,web_widget,,51758,900,2,2025-07-03T19:43:46,2025-07-04T09:36:46,PRD-001,PRD-001,1,False,False,,False
10743,Refund status,"I returned my order #675415 2 days ago and haven't seen a refund yet, can you check?",solved,high,task,web_widget,"vip,ecommerce",51562,911,2,2025-07-22T06:10:19,2025-07-22T15:12:19,RET-002,ACC-003,1,True,False,,False
10744,Return process question,"Hi, I'd like to return the running shoes from order #722170, can yuo send me a return label?",pending,low,problem,web_widget,mobile_app,52568,925,1,2025-07-16T04:24:20,2025-07-16T15:27:20,RET-001,RET-001,1,False,False,,False
10745,Out of stock item,"Hi, the denim jacket shows as out of stock, do you know when it'll be available again?",solved,high,question,web_widget,,50841,916,1,2025-06-15T03:48:01,2025-06-15T17:40:01,PRD-004,PRD-004,1,False,False,,False
10746,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the graphic t-shirt over a week ago.",closed,normal,question,email,"priority,ecommerce",50898,915,2,2025-07-24T15:44:35,2025-07-25T05:54:35,ORD-002,GEN-002,1,True,False,,False
10747,Didn't get my discount,I used the code WELCOME15 but it didn't apply any discount at checkout.,open,normal,question,email,ecommerce,51322,910,1,2025-06-04T21:17:43,2025-06-05T05:37:43,PAY-004,PAY-004,1,False,False,,False
10748,When will this be back in stock?,"Hi, the graphic t-shirt shows as out of stock, do you know when it'll be available again?",open,high,problem,web_widget,"vip,web",51263,915,2,2025-07-30T07:00:58,2025-07-30T16:53:58,PRD-004,PRD-004,1,False,False,,False
10749,Delete my account,"Hi, I'd like to delete my account and all data you hold on me, please confirm once done.",open,normal,incident,web_widget,"priority,mobile_app",51687,915,1,2025-06-27T17:02:01,2025-06-28T02:00:01,ACC-003,ACC-003,1,False,False,,False
